CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r10i1p1f1.Amon.pr.gn.v20210719,hdl:21.14100/d1df0aaf-955f-3dcd-b979-d08e45c31507
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r10i1p1f1.Amon.psl.gn.v20210719,hdl:21.14100/00916ed8-43b9-3cc9-bcc7-bcfee58f619b
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r10i1p1f1.Amon.tas.gn.v20210719,hdl:21.14100/463017af-2711-3bf3-a553-947a980395f3
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r1i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/839f7a57-d993-3803-a7ce-3a6fd8b62151
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r1i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/7d35f737-35f8-3749-947e-4d034aebaab1
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r1i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/9bd74d13-91fe-3d27-9663-664ee709f8af
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r2i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/47bf412c-0cad-37b4-b168-334dd533d6b3
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r2i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/c3077ce0-a9a0-3020-a093-c225aaef208c
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r2i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/6b6649f6-153b-389f-a916-fc927bc4fc30
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r3i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/648cc92c-9800-3227-bca3-ab0edc09b8cf
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r3i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/bd2d0d86-a3b3-3beb-871e-9c4dcd611f6e
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r3i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/cb3e6111-1a94-3012-80f0-0bca52a11e50
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r4i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/c8f9c334-302b-3eb8-8c19-db448a38fc4e
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r4i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/1c434949-0de3-354a-b590-0a877909b67d
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r4i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/18bc103e-242c-3d05-97da-9505cbf0132f
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r5i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/921cd6c9-5d76-34db-9b18-e0db52a4e58c
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r5i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/69198f2b-e7fc-31e2-b04b-8565adc46dc7
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r5i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/dbcb7671-3c3e-3cc9-bd7a-e69076ed703e
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r6i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/26987503-c754-3c06-bf45-1559137cb501
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r6i1p1f1.Amon.psl.gn.v20210312,hdl:21.14100/885c63e2-21a3-383a-bf9e-6c9bbce7bdbe
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r6i1p1f1.Amon.tas.gn.v20210312,hdl:21.14100/c9798481-23b6-393e-929b-770f710c0bc2
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r7i1p1f1.Amon.pr.gn.v20210719,hdl:21.14100/6c8b7f52-d029-34e7-b3ff-f66bd2427d22
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r7i1p1f1.Amon.psl.gn.v20210719,hdl:21.14100/8d30ebd9-fe82-339a-a866-fbc34202f4e5
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r7i1p1f1.Amon.tas.gn.v20210719,hdl:21.14100/2a16330e-f27f-39ee-992c-b258888379de
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r8i1p1f1.Amon.pr.gn.v20210719,hdl:21.14100/ffb48721-a0dd-3f2e-aa85-b11e7293e9f0
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r8i1p1f1.Amon.psl.gn.v20210719,hdl:21.14100/9f5f1e3c-fdad-3982-8e70-321b073f42c6
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r8i1p1f1.Amon.tas.gn.v20210719,hdl:21.14100/25441eee-afc2-32d6-85b5-2d6c99181d7a
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r9i1p1f1.Amon.pr.gn.v20210719,hdl:21.14100/26be49b0-239e-3a0e-a4e0-df38fa502b66
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r9i1p1f1.Amon.psl.gn.v20210719,hdl:21.14100/96e6705f-ded1-36d5-b65e-ae170f7c00a7
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1960-r9i1p1f1.Amon.tas.gn.v20210719,hdl:21.14100/c678ce49-6ba5-37f7-bce1-03f0bfdeec72
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1961-r10i1p1f1.Amon.pr.gn.v20210719,hdl:21.14100/122cf254-846e-38b8-a64e-c15ffeb7a7a8
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1961-r10i1p1f1.Amon.psl.gn.v20210719,hdl:21.14100/42d09936-346d-3c95-94ab-f6246697c5e8
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1961-r10i1p1f1.Amon.tas.gn.v20210719,hdl:21.14100/e956b2e3-ed99-34b2-bbee-b6aaf0e396e6
CMIP6.DCPP.CMCC.CMCC-CM2-SR5.dcppA-hindcast.s1961-r1i1p1f1.Amon.pr.gn.v20210312,hdl:21.14100/abc4c44c-4bbb-3195-a370-d1457b96afba
